song_id,song_name,tags,artist,language
859,"Song,859","859,Song,artist-89,rock",Artist 177,Kannada
860,"Song,860","Song,jazz,860,artist-162",Artist 161,Tamil
861,"Song,861","Song,artist-57,861,edm",Artist 63,Tamil
862,"Song,862","Song,862,artist-190,edm",Artist 27,Tamil
863,"Song,863","artist-173,Song,863,rock",Artist 179,Gujarati
864,"Song,864","country,Song,864,artist-49",Artist 198,Tamil
865,"Song,865","Song,865,artist-180,rock",Artist 78,Malayalam
866,"Song,866","866,Song,classical,artist-19",Artist 176,English
867,"Song,867","867,Song,artist-145,jazz",Artist 154,Kannada
868,"Song,868","868,Song,artist-50,edm",Artist 31,Marathi
869,"Song,869","Song,folk,869,artist-2",Artist 145,Telugu
870,"Song,870","Song,870,artist-18,r&b",Artist 11,Malayalam
871,"Song,871","country,Song,artist-90,871",Artist 89,Gujarati
872,"Song,872","Song,872,rock,artist-109",Artist 137,Punjabi
873,"Song,873","Song,hip-hop,873,artist-101",Artist 110,Malayalam
874,"Song,874","874,Song,artist-35,hip-hop",Artist 170,Telugu
875,"Song,875","Song,875,artist-200,edm",Artist 95,Bengali
876,"Song,876","Song,folk,876,artist-174",Artist 18,Telugu
877,"Song,877","artist-127,Song,jazz,877",Artist 130,Punjabi
878,"Song,878","Song,hip-hop,878,artist-23",Artist 166,Malayalam
879,"Song,879","879,Song,artist-152,hip-hop",Artist 88,Telugu
880,"Song,880","artist-150,Song,hip-hop,880",Artist 4,Marathi
881,"Song,881","Song,artist-13,pop,881",Artist 108,Gujarati
882,"Song,882","882,Song,artist-127,jazz",Artist 126,Malayalam
883,"Song,883","country,Song,artist-108,883",Artist 28,Malayalam
884,"Song,884","Song,artist-35,884,rock",Artist 111,Punjabi
885,"Song,885","Song,folk,artist-21,885",Artist 93,Kannada
886,"Song,886","Song,folk,886,artist-78",Artist 163,Bengali
887,"Song,887","Song,artist-67,887,edm",Artist 118,Bengali
888,"Song,888","Song,hip-hop,artist-110,888",Artist 182,Kannada
889,"Song,889","Song,889,artist-2,rock",Artist 40,Tamil
890,"Song,890","890,Song,edm,artist-135",Artist 112,Telugu
891,"Song,891","891,Song,artist-145,edm",Artist 46,Gujarati
892,"Song,892","country,Song,artist-54,892",Artist 188,Tamil
893,"Song,893","893,Song,artist-130,rock",Artist 134,Punjabi
894,"Song,894","894,Song,artist-34,pop",Artist 167,English
895,"Song,895","artist-83,Song,895,rock",Artist 70,Malayalam
896,"Song,896","Song,jazz,896,artist-68",Artist 158,Marathi
897,"Song,897","Song,folk,artist-77,897",Artist 138,Bengali
898,"Song,898","Song,artist-126,898,edm",Artist 199,Hindi
899,"Song,899","artist-83,Song,899,edm",Artist 124,Bengali
900,"Song,900","900,Song,pop,artist-72",Artist 120,Hindi
901,"Song,901","country,Song,artist-76,901",Artist 112,Punjabi
902,"Song,902","Song,hip-hop,artist-124,902",Artist 188,Hindi
903,"Song,903","Song,903,artist-1,pop",Artist 152,Tamil
904,"Song,904","Song,artist-34,jazz,904",Artist 69,Punjabi
905,"Song,905","Song,artist-42,905,pop",Artist 83,Malayalam
906,"Song,906","Song,folk,artist-143,906",Artist 63,Bengali
907,"Song,907","Song,folk,artist-41,907",Artist 23,Tamil
908,"Song,908","908,Song,artist-182,edm",Artist 72,Kannada
909,"Song,909","909,Song,folk,artist-138",Artist 116,Hindi
910,"Song,910","Song,artist-180,910,pop",Artist 63,Telugu
911,"Song,911","Song,folk,artist-131,911",Artist 193,Malayalam
912,"Song,912","Song,artist-15,rock,912",Artist 119,Marathi
913,"Song,913","artist-94,Song,hip-hop,913",Artist 146,English
914,"Song,914","Song,artist-181,914,edm",Artist 157,Kannada
915,"Song,915","Song,915,rock,artist-31",Artist 172,English
916,"Song,916","916,Song,artist-8,edm",Artist 98,Kannada
917,"Song,917","917,Song,artist-155,r&b",Artist 87,Bengali
918,"Song,918","Song,918,artist-48,rock",Artist 8,Marathi
919,"Song,919","919,Song,edm,artist-69",Artist 127,Telugu
920,"Song,920","country,Song,920,artist-14",Artist 84,Kannada
921,"Song,921","Song,artist-181,rock,921",Artist 47,Hindi
922,"Song,922","Song,artist-47,classical,922",Artist 125,Marathi
923,"Song,923","Song,923,pop,artist-123",Artist 55,Telugu
924,"Song,924","artist-142,Song,924,r&b",Artist 91,English
925,"Song,925","Song,925,artist-4,jazz",Artist 67,Marathi
926,"Song,926","Song,hip-hop,926,artist-190",Artist 88,Hindi
927,"Song,927","Song,927,pop,artist-109",Artist 72,Marathi
928,"Song,928","artist-12,Song,928,r&b",Artist 153,Tamil
929,"Song,929","Song,929,artist-82,r&b",Artist 180,Tamil
930,"Song,930","artist-94,Song,930,classical",Artist 71,English
931,"Song,931","country,Song,artist-8,931",Artist 143,Punjabi
932,"Song,932","932,Song,artist-86,r&b",Artist 3,Malayalam
933,"Song,933","Song,folk,artist-176,933",Artist 133,Tamil
934,"Song,934","Song,classical,artist-124,934",Artist 49,Malayalam
935,"Song,935","Song,classical,935,artist-37",Artist 22,Malayalam
936,"Song,936","936,Song,jazz,artist-180",Artist 62,Gujarati
937,"Song,937","Song,hip-hop,937,artist-126",Artist 185,English
938,"Song,938","Song,artist-48,938,r&b",Artist 105,Hindi
939,"Song,939","artist-173,Song,939,jazz",Artist 126,English
940,"Song,940","Song,artist-130,940,hip-hop",Artist 143,Punjabi
941,"Song,941","Song,hip-hop,941,artist-93",Artist 195,Telugu
942,"Song,942","artist-144,Song,folk,942",Artist 62,Tamil
943,"Song,943","Song,jazz,artist-101,943",Artist 177,Bengali
944,"Song,944","Song,hip-hop,artist-34,944",Artist 122,Gujarati
945,"Song,945","Song,folk,artist-152,945",Artist 166,Bengali
946,"Song,946","946,Song,artist-52,rock",Artist 183,Kannada
947,"Song,947","artist-74,Song,947,edm",Artist 126,Hindi
948,"Song,948","Song,classical,948,artist-21",Artist 115,Punjabi
949,"Song,949","949,Song,hip-hop,artist-91",Artist 5,Telugu
950,"Song,950","Song,artist-89,950,pop",Artist 24,Punjabi
951,"Song,951","artist-53,Song,951,rock",Artist 76,Hindi
952,"Song,952","country,Song,artist-6,952",Artist 57,English
953,"Song,953","country,Song,artist-14,953",Artist 104,Telugu
954,"Song,954","954,Song,artist-140,edm",Artist 178,Kannada
955,"Song,955","Song,955,artist-136,rock",Artist 63,Gujarati
956,"Song,956","956,Song,folk,artist-17",Artist 79,Malayalam
957,"Song,957","Song,hip-hop,artist-57,957",Artist 170,Hindi
958,"Song,958","artist-74,Song,hip-hop,958",Artist 149,Hindi
959,"Song,959","artist-150,Song,959,edm",Artist 95,Malayalam
960,"Song,960","country,Song,960,artist-44",Artist 122,Gujarati
961,"Song,961","Song,hip-hop,artist-183,961",Artist 142,Bengali
962,"Song,962","country,Song,962,artist-170",Artist 136,English
963,"Song,963","Song,963,jazz,artist-84",Artist 89,Bengali
964,"Song,964","964,Song,classical,artist-200",Artist 109,Gujarati
965,"Song,965","Song,965,classical,artist-53",Artist 191,Telugu
966,"Song,966","Song,artist-125,edm,966",Artist 141,Tamil
967,"Song,967","Song,artist-84,967,rock",Artist 85,Punjabi
968,"Song,968","Song,folk,968,artist-198",Artist 91,Kannada
969,"Song,969","country,Song,artist-42,969",Artist 180,English
970,"Song,970","970,Song,jazz,artist-68",Artist 117,Gujarati
971,"Song,971","971,Song,folk,artist-85",Artist 70,Marathi
972,"Song,972","Song,artist-9,folk,972",Artist 79,Telugu
973,"Song,973","Song,973,edm,artist-174",Artist 65,Gujarati
974,"Song,974","974,Song,artist-30,jazz",Artist 60,Kannada
975,"Song,975","Song,975,pop,artist-192",Artist 31,Tamil
976,"Song,976","976,Song,folk,artist-65",Artist 185,Hindi
977,"Song,977","977,Song,artist-132,pop",Artist 50,Bengali
978,"Song,978","country,Song,artist-38,978",Artist 81,Marathi
979,"Song,979","artist-12,Song,edm,979",Artist 31,Hindi
980,"Song,980","country,Song,artist-198,980",Artist 191,Bengali
981,"Song,981","country,Song,981,artist-37",Artist 138,Bengali
982,"Song,982","artist-170,Song,982,rock",Artist 196,Bengali
983,"Song,983","artist-140,Song,983,edm",Artist 177,Bengali
984,"Song,984","Song,artist-145,jazz,984",Artist 48,Bengali
985,"Song,985","Song,hip-hop,artist-29,985",Artist 50,English
986,"Song,986","Song,986,jazz,artist-93",Artist 56,Kannada
987,"Song,987","country,Song,987,artist-124",Artist 190,Malayalam
988,"Song,988","988,Song,artist-136,r&b",Artist 124,English
989,"Song,989","Song,artist-128,989,pop",Artist 71,Kannada
990,"Song,990","990,Song,artist-154,r&b",Artist 186,Marathi
991,"Song,991","Song,991,artist-178,pop",Artist 151,Punjabi
992,"Song,992","country,Song,artist-94,992",Artist 195,English
993,"Song,993","Song,artist-125,993,r&b",Artist 135,Marathi
994,"Song,994","Song,994,artist-2,pop",Artist 153,Hindi
995,"Song,995","country,Song,995,artist-158",Artist 73,Marathi
996,"Song,996","Song,996,artist-21,pop",Artist 26,Telugu
997,"Song,997","artist-5,Song,997,jazz",Artist 50,Hindi
998,"Song,998","artist-191,Song,998,r&b",Artist 76,Gujarati
999,"Song,999","Song,999,artist-156,r&b",Artist 59,Marathi
1000,"Song,1000","1000,Song,jazz,artist-90",Artist 93,Tamil
